question,references,corpus_id
"На каких основаниях супруги могут изменить режим общей собственности имущества, нажитого в браке?","['своему усмотрению изменить режим общей совместной собственности имущества, нажитого в браке (или его части), как на основании брачного договора, так и на основании любого иного соглашения ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Каковы условия применения исковой давности по Гражданскому кодексу Российской Федерации?,"['Гражданского кодекса Российской Федерацииисковая давность применяется судом только по заявлению стороны в споре, сделанному до вынесения судом решения.\nИстечение срока исковой давности, о ', ', о применении которой заявлено стороной в споре, является основанием к вынесению судом решения об отказе в иске.\nВ силуп. 1 ст. 200 Гражданского кодекса Российской Федерации, если законом не установлено иное, течение срока исковой давности начинается со дня, когда лицо узнало ил', 'о иску о защите этого права.\nСогласно предъявленным истцом платежных документов о расходах на похороны фио, расходы на погребение ею были понесены в апреле 2019 года, последний платеж - 07.04.2019 года, таким образом, срок исковой давности о взыскании указанных расходов истек 07.04.2022 года.\nИсковое заявление было подано 04.04.2023 года, то есть за пределами срока исковой давности.\nПо']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Каковы основные действия и решения Арбитражного суда Московского округа по кассационной жалобе Шипова Сергея Дмитриевича?,"['А40-19793/2017\nСудья Арбитражного суда Московского округа Морхат П.М.,\nрассмотрев материалы кассационной жалобы\nШипова Сергея Дмитриевича (член Совета директоров, член Кредитного комитета, участник Компании ""Флексинвест ПиЭлСи"" (единственного акционера Банка) с долей 0, 01%)\nна ', 'основания для оставления кассационной жалобы без движения устранены.\nРанее в Арбитражный суд Московского округа поступили кассационные жалобы ГК АСВ и Демидовича Олега Александровича на обжалуемые судебные акты.\nОпределением Арбитражного суда Московского округа судебное заседание а', '.45 зал № 7 в помещении суда по адресу: г. Москва, ул. Селезневская, д. 9.\nВ порядке подготовки к судебному заседанию по рассмотрению кассационной жалобы лицам, участвующим в деле, предлагается представить (шрифт Times New Roman, размер 14):\n\nотзыв на кассационную жалобу, подготовленный и направленный лицам, участвующим в деле, и суду в порядкестатьи 279 Арбитражного процессуа', 'ой О.Н.\nпри участии в заседании:\nот лиц, участвующих в деле - не явились, извещены,\nрассмотрев в судебном заседании\nкассационную жалобу Раджабовой Я.Ю.к\nна определение Арбитражного суда Московской области от 27.07.2023\nоб удовлетворении заявления финансового управляющего должника о признани']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие процессуальные действия предусматриваются статьями 323, 324, 325 ГПК РФ при возврате апелляционной жалобы?","['первоначального поступления их в суд.\nВ противном случае, если в установленный срок указания судьи, содержащиеся в определении об оставлении жалобы без движения, не выполнены, апелляционная жалоба возвращается лицу её подавшему (п.1 ч.1 ст.324 ГПК РФ).\nВместе с тем, необходимых процессуальных ', '\nНа основании изложенного, руководствуясьст.323-325 ГПК РФ,\nопределил:\nгражданское дело № 2-5575/2024 по апелляционной жалобе ответчика ООО ""Специализированный застройщик ""Перспектива Инвест Групп"" на решение Лефортовского районного суда адрес от 23.10.2024 возвратить в суд первой инстанции для выполнения требованийст.323-325 ГПК РФпо апелляционной жалобе третьего лица адрес Констракшн"" на решение Лефортовского районного суда адрес от 23.10.2024.\nСудья:\nЭлектронный текст д', 'ти разъединения исковых требований на отдельные исковые заявления.\nСуд апелляционной инстанции в полной мере соглашается с выводами суда первой инстанции.\nСтатьей 46 Конституции Российской Федерациикаждому гарантируется право на судебную защиту его прав и свобод (часть 1).\nС']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие действия были предприняты Пресненским районным судом Москвы относительно искового заявления от 16 января 2025 года?,"['руководствуясьст. ст. 333,334,335 ГПК РФ, суд\nОПРЕДЕЛИЛ:\nОпределение Пресненского районного суда г.Москвы от 16 января 2025 года- отменить, материал направить в суд 1-ой инстанции со стадии принятия искового заявления к производству суда.\nСудья\nЭлектронный текст документаподготовлен АО ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"На каких основаниях возможно освобождение от ответственности за вред, причиненный источником повышенной опасности?","['делец источника повышенной опасности может быть освобожден судом от ответственности полностью или частично также по основаниям, предусмотреннымп. 2и3 ст. 1083 ГК РФ.\nОбязанность возмещения вреда ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие условия не были выполнены в иске, предъявленном в защиту интересов группы лиц по ч. 1 ст. 244.22 ГПК РФ?","['договорные условия. В связи с чем, исковое заявление не соответствует требованиям, предъявляемым к ', 'указанного в части шестой статьи 244.20 настоящего Кодекса заявления о присоединении к требованию о защите прав и законных интересов группы лиц.\nИз искового заявления усматривается, что оно подпис', 'ии задолженности по кредитному договору и обращении взыскания на заложенное имущество считать вме', 'у в ходе процедуры ликвидации произвел погашение требований кредиторов в полном объеме, в связи с чем в соответствии сп.8 ст.63,382,387 ГК РФ,ст.23 ФЗ от 26.12.1995 г. № 208-ФЗ,ст.18']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие действия были предприняты после выявления недостачи материальных ценностей в МЧС России по г. Москве?,"['количестве 213 единиц на сумму 1 160 789 рублей 12 копеек.\nНа основании приказа Главного управления МЧС России по г. Москве от 13.06.2023 № 1187 ""О проведении служебной проверки"" комиссией с 13.06.2023 по 30.06.2023 проведена служебная проверка по факту выявленной недостачи материальных ценностей в ходе проведения обязательной годовой инвентаризации материальных ценностей за 2022 год.\nВ ходе проведения служебной проверки согласно акту о результатах инвентаризации от 01.12.2022 ', '2022 № ГУ00-000101 Комиссией подтверждена недостача материальных ценностей, закрепленных за Кореневым Е.В.\n03.2023 в результате заседания комиссии Главного управления МЧС России по г. Москве по оценке стоимости активов, утвержденной приказом Главного управления МЧС Россииот 09.01.2023 г. № 1 ""О']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие действия были описаны по исправлению недостатков в апелляционной жалобе?,"['обогащения отказано.\nИстцом подана апелляционная жалоба на указанное решение.\nОпределением от 30 сентября 2024 года жалоба была оставлена без движения ввиду не соответствия требованиям, предусмотреннымст. 322 Гражданского процессуального кодекса Российской Федерации(далее -ГПК РФ), предоставлен срок для исправления недостатков до 25 октября 2024 года.\nСудом постановлено ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какой срок определен для рассмотрения судом вопросов, связанных с исправлением ошибок и изменением способа исполнения решения суда согласно ст. 203.1 ГПК РФ?","['материалы дела, изучив доводы частных жалоб, прихожу к следующим выводам.\nВ силуч. 1 ст. 203.1 ГПК РФвопросы исправления описок и явных арифметических ошибок, разъяснения решения суда, отсрочки или рассрочки исполнения решения суда, изменения способа и порядка его исполнения, индексации присужденных денежных сумм рассматриваются судом в десятидневный срок со дня поступления заявления ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какую роль играет ОАО ""РЖД"" в судебном решении о компенсации морального вреда?","['возникновения ущерба.\nИз п. 8.1.1.3. договора следует, что в случае если суд возложил на страхователя обязанность денежной компенсации морального вреда выгодоприобретателям, страховая выплата осуществляется страховщиком не более сумма лицам, которым, в случае смерти потерпевшего, страхователь по решению суда обязан компенсировать моральный вред. Выплата компенсации морального ', 'шенной опасности, травмировавший фио, принадлежит ответчику - ОАО ""РЖД"", суд первой инстанции пришел к верному выводу, что ответственность за причинение вреда истцу возлагается на ОАО ""Российские железные дороги"", как владельца источника повышенной опасности, а на ответчика СПАО ""Ингосстрах"", как страховщика ОАО ""РЖД"".\nРазрешая спор, установив изложенные обстоятельства, суд пришел ', 'авильном применении норм материального права и его толковании, на основании представленных сторонами доказательств, которым судом дана надлежащая оценка в порядкест. 67 ГПК РФ.\nНесогласие заявителя апелляционной жалоб с размером компенсации морального вреда само по себе не яв']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какой размер государственной пошлины был возвращен Рукавишниковой И.Е. из Федерального бюджета Российской Федерации?,"['заявителю.\nВозвратить Рукавишниковой И.Е. из Федерального бюджета Российской Федерации 3 000 (Три тысячи) руб. государственной пошлины, уплаченной 24.05.2025 при подаче кассационной ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие сроки установлены для подготовки и проведения рассмотрения дела Арбитражным судом Московского округа в 2025 году?,['объявлена 04 июня 2025 года\nПолный текст постановления изготовлен 05 июня 2025 года\nАрбитражный суд '],/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие арбитражные судебные инстанции рассмотрели дело по иску ООО ""ЗОРКИЙ ВЗГЛЯД"" к МП ""ДОМОВЛАДЕНИЕ""?","['22.11.2024\nАрбитражного суда Московской области,\nна постановление от 11.02.2025\nДесятого арбитражного апелляционного суда,\nв деле по иску Общества с ограниченной ответственностью ""Зоркий взгляд""\nк Муниципальному предприятию ""Домовладение"",\nо взыскании денежных ', 'В заседании суда кассационной инстанции представитель МП ""ДОМОВЛАДЕНИЕ"" поддержал доводы кассационной жалобы.\nООО ""ЗОРКИЙ ВЗГЛЯД"", извещенное надлежащим образом о месте и времени рассмотрения кассационной жалобы, своих представителей в суд кассационной инстанции не направило, отзы']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Каковы были дополнительные условия оплаты расходов в условиях договора между Перевозчиком и Заказчиком?,"['счета.\nТакже условиями Приложений к договору установлено, что стоимость рейса не включает расходы и сборы, связанные с обработкой груза (включая, но не ограничиваясь, услугами по складской (терминальной) обработке груза, разукомплектации/комплектации и т.п.); данные расходы и сборы оплачиваются Заказчиком дополнительно.\nЗаказчиком была произведена предварительная оплата стоимости ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
По каким причинам было удовлетворено первоначальное исковое требование?,"['взыскании неосновательного обогащения в размере 1 481 095 руб. 59 коп.\nВступившим в законную силу решением Арбитражный суд города Москвы от 24 марта 2017 года первоначальные исковые требования удовлетворены, в удовлетворении встречного иска отказано.\nНа основании указанного судебного акта ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие условия были нарушены заявителем кассационной жалобы, что привело к её оставлению без движения?","['ние или вручение другим лицам, участвующим в деле, копий кассационной жалобы и документов, которые у них отсутствуют.\nВ нарушение указанных требований заявитель кассационной жалобы такие документы в отношении лиц, участвующих в деле, не представил.\nПри таких обстоятельствах кассационная жалоба в ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какова процедура, если апелляционная жалоба подана с просроченным процессуальным сроком и не разрешено ходатайство о его восстановлении?","['представления.\nСогласно разъяснениям, данным в абз. 2п. 32 Постановления Пленума Верховного Суда Российской Федерации от 22.06.2021 года N 16 ""О применении судами норм гражданского процессуального законодательства, регламентирующих производство в суде апелляционной инстанции"", если срок на подачу апелляционных жалобы, представления пропущен, а судом первой инстанции не рассмотрено заявление или ходатайство о его восстановлении, судья суда апелляционной инстанции возвращает дело в суд первой инстанции для разрешения вопроса о восстановлении этого срока (пункт 1 части 1 статьи ', ' судебное решение подана с пропуском установленного законом срока для обжалования решения суда, при этом заявленное ответчиком ходатайство о восстановлении пропущенного процессуального срока для подачи апелляционной жалобы на решение суда судом первой инстанции не разрешено, суд апелляционной и']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие изменения были произведены в составе судей по делу № А40-127196/2023?,"['Арбитражного процессуального кодекса Российской Федерации,\nОПРЕДЕЛИЛ:\nПо делу № А40-127196/2023 судью Шевырину П.В. заменить на судью Каменецкого Д.В.\nЗаместитель председателя суда Карпова ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
На какую дату и время было отложено судебное заседание по рассмотрению кассационной жалобы Раджабовой Я.Ю.?,"['Федерации, суд\nОПРЕДЕЛИЛ:\nОтложить судебное разбирательство по рассмотрению кассационной жалобы Раджабовой Я.Ю.к на 26.06.2025 17:45 в помещении суда по адресу: г. Москва, ул. Селезневская, д. 9, ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие условия существуют для заключения договора об обязательном пенсионном страховании согласно Федеральному закону ""О негосударственных пенсионных фондах""?","['заключения договора) установлено, что договор об обязательном пенсионном страховании заключается между фондом и застрахованным лицом. В один и тот же период в отношении каждого застрахованного ', 'страховании в случае реализации застрахованным лицом права на отказ от формирования накопительной пенсии через Социальный фонд России и права на выбор фонда для формирования накопительной пе', ', при условии, что фонд уведомил СФР о вновь заключенном с застрахованным лицом договоре об обязательном пенсионном страховании в порядке, установленном абзацем вторым статьи 36.2 настоящего Фед']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие процедурные нормы установлены для рассмотрения вопросов исправления описок, индексации и других без уведомления участников в рамках ГПК РФ?","[' частных жалоб, прихожу к следующим выводам.\nВ силуч. 1 ст. 203.1 ГПК РФвопросы исправления описок и явных арифметических ошибок, разъяснения решения суда, отсрочки или рассрочки исполнения решения суда, изменения способа и порядка его исполнения, индексации присужденных денежных сумм рассматриваются судом в десятидневный срок со дня поступления заявления в суд без проведения ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Кто несёт риск наступления последствий за несовершение процессуальных действий, согласно Арбитражному процессуальному кодексу Российской Федерации?","['о о восстановлении пропущенного срока подачи кассационной жалобы не заявлено.\nВ силучасти 2 статьи 9 Арбитражного процессуального кодекса Российской Федерации, лица, участвующие в деле, несут риск наступления последствий совершения или не совершения ими процессуальных действий.\nЛица, участвующие ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие действия были предприняты судом апелляционной инстанции в связи с несоблюдением сроков апелляционного обжалования ОСФР по Москве и Московской области?,"['112 ГПК РФ.\nНа основании изложенного, руководствуясьстатьей 325.1 Гражданского процессуального кодекса Российской Федерации, судья\nОПРЕДЕЛИЛА:\nвозвратить гражданское дело в Кунцевский районный суд города Москвы для выполнения требованийст. 112 Гражданского процессуального кодекса Российской Федерации.\nСудья\nЭлектронный текст документаподготовлен АО ""Кодекс"" и сверен по:официальный ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какое решение было вынесено судом апелляционной инстанции по частной жалобе относительно определения Дорогомиловского районного суда от 27 ноября 2024 года?,"['РФ, суд апелляционной инстанции\nОПРЕДЕЛИЛ:\nОпределение судьи Дорогомиловского районного суда адрес от 27 ноября 2024 года оставить без изменения, частную жалобу - без удовлетворения.\nМотивированное ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
На каких основаниях апелляционный суд оставил без изменений решение Мещанского районного суда?,"['с Васкул В.Л. уведомлений, содержащих информацию о передаче пенсионных накоплений на основании оспариваемого договора, достоверно не подтвержден.\nИные доводы жалобы не опровергают выводов решения суда и не содержат указаний на новые имеющие значение для дела обстоятельства, не исследованные судом первой инстанции, в связи с чем оснований для отмены или изменения решения суда в остальной части по доводам жалобы не имеется.\nРуководствуясьст.ст. 328,329,330 ГПК РФ, судебная ', 'коллегия\nОПРЕДЕЛИЛА:\nРешение Мещанского районного суда города Москвы от 29 октября 2024 года оставить без изменения, апелляционную жалобу АО ""НПФ ВТБ Пенсионный фонд"" - без удовлетворения.\nМотивированное апелляционное определение составлено 06 июня 2025 ', 'аседании материалы дела № М-589/2025 по частной жалобе Администрации муниципального образования адрес на определение Пресненского районного суда адрес от 31 января 2025 г. о во']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Кем была произведена оплата государственной пошлины при подаче кассационной жалобы и когда это произошло?,"[' Федерации 3 000 (Три тысячи) руб. государственной пошлины, уплаченной 24.05.2025 при подаче ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие действия предпринимает суд апелляционной инстанции, если апелляционная жалоба не соответствует требованиям?","['ч. 4 ст. 322 ГПК РФ, суд апелляционной инстанции до принятия апелляционной жалобы к своему производству возвращает ее вместе с делом в суд первой инстанции для совершения процессуальных ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие меры применяются в случае отсутствия процессуального права при рассмотрении гражданского дела согласно ГПК РФ?,"['ю процессуальной экономии.\nВ соответствии сч. 4 ст. 1 ГПК РФв случае отсутствия нормы процессуального права, регулирующей отношения, возникшие в ходе гражданского судопроизводства, федеральные суды общей юрисдикции и мировые судьи (далее также - суд) применяют норму, регулирующую сходные отношения (аналогия закона), а при отсутствии такой нормы действуют исходя из принципов осуществления правосудия в Российской Федерации (аналогия права).\nВ данном споре процессуальное ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие пункты Гражданского кодекса РФ были применены судами при удовлетворении исковых требований в уменьшенном размере?,"['начислением процентов с 02.10.2024 по день фактической оплаты.\nУдовлетворяя исковые требования ООО ""ЗОРКИЙ ВЗГЛЯД"" в уменьшенном размере, руководствуясь положениямистатей 309,310,395,702-729,779-781 Гражданского кодекса Российской Федерации, суды первой и апелляционной инстанций, установив факт оказания услуг, признали исковые требования о взыскании задолженности обоснованными по праву, ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие нарушения были установлены постановлением об отказе в возбуждении уголовного дела от 05.06.2019 года?,"['от 05.06.2019 г. установлено, что причиной смертельного травмирования фио явилось грубое нарушение ею""Правил нахождения граждан и размещения объектов в зонах повышенной опасности, выполнения в этих зонах работ, проезда и перехода, через железнодорожные пути"", утвержденныхприказом Минтранса России от 08.02.2007 года № 18, а именно, п. 7 и п. 11, нахождение на железнодорожных путях в неустановленном месте перед приближающимся поездом.\nСогласно копии свидетельства о смерти ... от ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
На каких основаниях суд вынес решение о взыскании задолженности за оказание услуг по обращению с ТКО?,"['ответчику, суд отметил следующее.\nСогласноп. 2 ст. 24.7 Федерального закона от 24.06.1998 № 89-ФЗместо накопления ТКО является одним из существенных условий договора оказания услуг по обращению с ТКО.\nИз взаимосвязанных положенийп. 2 ст. 24.7 Федерального закона от 24.06.1998 № ', 'враля 2024 года, применил срок исковой давности и взыскал с ответчика задолженность с февраля 2021 года по декабрь 2023 года включительно в размере сумма\nРазрешая требования истца о взыскания с ответчика пени за просрочку оплаты услуг по обращению с ТКО в размере сумма, суд, руководствуясьч']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Как Арбитражный суд Московского округа осуществляет процедуру уведомления участников об онлайн-заседаниях?,"[' с приложением электронных образов документов, удостоверяющих личность и подтверждающих полномочия.\nАрбитражный суд проверяет поданные документы и согласовывает в административном интерфейсе информационной системы ""Мой Арбитр"" возможность участия в судебном онлайн-заседании. В случае согласования пользователь, подавший ходатайство, получает на адрес электронной почты уведомление о проведении онлайн - заседания с указанием даты и времени заседания.\nИнформацию о ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Как представителям разрешено выступать в суде согласно статье 49 ГПК РФ?,"['представителя.\nСогласноч. 2 ст. 49 ГПК РФ, представителями в суде, за исключением дел, рассматриваемых мировыми судьями и районными судами, могут выступать адвокаты и иные оказывающие юридическую помощь лица, имеющие высшее юридическое образование либо ученую степень по юридической специальности.\nСогласноч. 1 ст. 53 ГПК РФ, полномочия представителя на ведение дела должны быть ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
На основании каких норм права было принято решение о списании штрафа по спорному контракту?,"['первой и апелляционной инстанций, руководствуясь положениямистатей 309,310,329,330,702 Гражданского кодекса Российской Федерации, пунктов 3, 4, 5, 7, 11 Правил списания сумм неустоек (штрафов, пеней), начисленных поставщику (подрядчику, исполнителю), но не списанных заказчиком в связи с неисполнением или ненадлежащим исполнениемобязательств, предусмотренных контрактом, утвержденныхпостановлением Правительства Российской Федерации от 04.07.2018 № 783(далее - Правила № 783), пришли к правомерным выводам о том, что требования истца являются необоснованными.\nПри ', 'уального кодекса Российской Федерации.\nСудами первой и апелляционной инстанций полно и всесторонне исследованы обстоятельства дела, оценены доводы и возражения сторон и имеющиеся в деле доказательства, выводы судов, содержащиеся в решении и постановлении, соответствуют установленным судами фактическим обстоятельствам дела и имеющимся в деле доказательствам, судами правильно применены норм']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какую сумму суды признали обоснованным размером спорной задолженности?,"['подтверждены, суды обеих инстанций удовлетворили иск частично, признав, что обоснованным размером спорной задолженности является сумма 3 906 579 руб. 56 коп., при этом, отклонили заявление ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие обстоятельства были учтены судом при вынесении решения о недопустимости процессуального правопреемства?,"['исполнительного документа к исполнению, не имеется.\nОценив фактические обстоятельства дела, учитывая требованияст.44 ГПК РФ, а также то обстоятельство, что исполнительное производство в отношении должника не ведется, суд пришел к правомерному выводу о том, что на дату обращения с заявлением о процессуальном правопреемстве срок для предъявления исполнительного листа истек, в ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие критерии для возникновения обязательства по неосновательному обогащению указаны в ст. 1102 ГК РФ?,"['произошло помимо их воли (п. 2 ст. 1102 ГК РФ).\nИз буквального толкованияст. 1102 ГК РФследует, что для возникновения обязательства из неосновательного обогащения необходимо наличие одновременно трех условий: факта приобретения или сбережения имущества, приобретение или сбережение имущества за счет другого лица и отсутствие правовых оснований неосновательного обогащения, а именно: приобретение или сбережение имущества одним лицом за счет другого лица не основано ни на законе, ни на сделке.\nПри этом, при доказанности факта приобретения ответчиком имущества за счет другого лица ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие обстоятельства могут исключить взыскание неосновательного обогащения по ст. 1109 ГК РФ?,"['1109 ГК РФ.\nСогласноп. 4 ст. 1109 ГК РФне подлежат возврату в качестве неосновательного обогащения денежные суммы и иное имущество, предоставленные во исполнение несуществующего обязательства, если приобретатель докажет, что лицо, требующее возврата имущества, знало об отсутствии обязательства либо предоставило имущество в целях благотворительности.\nВ соответствии сост. 702 ГК РФпо договору ']",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
