question,references,corpus_id
Какие действия были описаны по исправлению недостатков в апелляционной жалобе?,"[{""content"": ""обогащения отказано.\nИстцом подана апелляционная жалоба на указанное решение.\nОпределением от 30 сентября 2024 года жалоба была оставлена без движения ввиду не соответствия требованиям, предусмотреннымст. 322 Гражданского процессуального кодекса Российской Федерации(далее -ГПК РФ), предоставлен срок для исправления недостатков до 25 октября 2024 года.\nСудом постановлено "", ""start_index"": 111070, ""end_index"": 111443}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какой срок определен для рассмотрения судом вопросов, связанных с исправлением ошибок и изменением способа исполнения решения суда согласно ст. 203.1 ГПК РФ?","[{""content"": ""материалы дела, изучив доводы частных жалоб, прихожу к следующим выводам.\nВ силуч. 1 ст. 203.1 ГПК РФвопросы исправления описок и явных арифметических ошибок, разъяснения решения суда, отсрочки или рассрочки исполнения решения суда, изменения способа и порядка его исполнения, индексации присужденных денежных сумм рассматриваются судом в десятидневный срок со дня поступления заявления "", ""start_index"": 89828, ""end_index"": 90215}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какую роль играет ОАО ""РЖД"" в судебном решении о компенсации морального вреда?","[{""content"": ""возникновения ущерба.\nИз п. 8.1.1.3. договора следует, что в случае если суд возложил на страхователя обязанность денежной компенсации морального вреда выгодоприобретателям, страховая выплата осуществляется страховщиком не более сумма лицам, которым, в случае смерти потерпевшего, страхователь по решению суда обязан компенсировать моральный вред. Выплата компенсации морального "", ""start_index"": 136883, ""end_index"": 137262}, {""content"": ""шенной опасности, травмировавший фио, принадлежит ответчику - ОАО \""РЖД\"", суд первой инстанции пришел к верному выводу, что ответственность за причинение вреда истцу возлагается на ОАО \""Российские железные дороги\"", как владельца источника повышенной опасности, а на ответчика СПАО \""Ингосстрах\"", как страховщика ОАО \""РЖД\"".\nРазрешая спор, установив изложенные обстоятельства, суд пришел "", ""start_index"": 137352, ""end_index"": 137736}, {""content"": ""авильном применении норм материального права и его толковании, на основании представленных сторонами доказательств, которым судом дана надлежащая оценка в порядкест. 67 ГПК РФ.\nНесогласие заявителя апелляционной жалоб с размером компенсации морального вреда само по себе не яв"", ""start_index"": 139365, ""end_index"": 139641}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какой размер государственной пошлины был возвращен Рукавишниковой И.Е. из Федерального бюджета Российской Федерации?,"[{""content"": ""заявителю.\nВозвратить Рукавишниковой И.Е. из Федерального бюджета Российской Федерации 3 000 (Три тысячи) руб. государственной пошлины, уплаченной 24.05.2025 при подаче кассационной "", ""start_index"": 272654, ""end_index"": 272836}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие сроки установлены для подготовки и проведения рассмотрения дела Арбитражным судом Московского округа в 2025 году?,"[{""content"": ""объявлена 04 июня 2025 года\nПолный текст постановления изготовлен 05 июня 2025 года\nАрбитражный суд "", ""start_index"": 209620, ""end_index"": 209720}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие арбитражные судебные инстанции рассмотрели дело по иску ООО ""ЗОРКИЙ ВЗГЛЯД"" к МП ""ДОМОВЛАДЕНИЕ""?","[{""content"": ""22.11.2024\nАрбитражного суда Московской области,\nна постановление от 11.02.2025\nДесятого арбитражного апелляционного суда,\nв деле по иску Общества с ограниченной ответственностью \""Зоркий взгляд\""\nк Муниципальному предприятию \""Домовладение\"",\nо взыскании денежных "", ""start_index"": 254406, ""end_index"": 254667}, {""content"": ""В заседании суда кассационной инстанции представитель МП \""ДОМОВЛАДЕНИЕ\"" поддержал доводы кассационной жалобы.\nООО \""ЗОРКИЙ ВЗГЛЯД\"", извещенное надлежащим образом о месте и времени рассмотрения кассационной жалобы, своих представителей в суд кассационной инстанции не направило, отзы"", ""start_index"": 256465, ""end_index"": 256746}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Каковы были дополнительные условия оплаты расходов в условиях договора между Перевозчиком и Заказчиком?,"[{""content"": ""счета.\nТакже условиями Приложений к договору установлено, что стоимость рейса не включает расходы и сборы, связанные с обработкой груза (включая, но не ограничиваясь, услугами по складской (терминальной) обработке груза, разукомплектации/комплектации и т.п.); данные расходы и сборы оплачиваются Заказчиком дополнительно.\nЗаказчиком была произведена предварительная оплата стоимости "", ""start_index"": 213875, ""end_index"": 214258}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
По каким причинам было удовлетворено первоначальное исковое требование?,"[{""content"": ""взыскании неосновательного обогащения в размере 1 481 095 руб. 59 коп.\nВступившим в законную силу решением Арбитражный суд города Москвы от 24 марта 2017 года первоначальные исковые требования удовлетворены, в удовлетворении встречного иска отказано.\nНа основании указанного судебного акта "", ""start_index"": 197715, ""end_index"": 198005}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие условия были нарушены заявителем кассационной жалобы, что привело к её оставлению без движения?","[{""content"": ""ние или вручение другим лицам, участвующим в деле, копий кассационной жалобы и документов, которые у них отсутствуют.\nВ нарушение указанных требований заявитель кассационной жалобы такие документы в отношении лиц, участвующих в деле, не представил.\nПри таких обстоятельствах кассационная жалоба в "", ""start_index"": 184114, ""end_index"": 184411}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какова процедура, если апелляционная жалоба подана с просроченным процессуальным сроком и не разрешено ходатайство о его восстановлении?","[{""content"": ""представления.\nСогласно разъяснениям, данным в абз. 2п. 32 Постановления Пленума Верховного Суда Российской Федерации от 22.06.2021 года N 16 \""О применении судами норм гражданского процессуального законодательства, регламентирующих производство в суде апелляционной инстанции\"", если срок на подачу апелляционных жалобы, представления пропущен, а судом первой инстанции не рассмотрено заявление или ходатайство о его восстановлении, судья суда апелляционной инстанции возвращает дело в суд первой инстанции для разрешения вопроса о восстановлении этого срока (пункт 1 части 1 статьи "", ""start_index"": 117248, ""end_index"": 117830}, {""content"": "" судебное решение подана с пропуском установленного законом срока для обжалования решения суда, при этом заявленное ответчиком ходатайство о восстановлении пропущенного процессуального срока для подачи апелляционной жалобы на решение суда судом первой инстанции не разрешено, суд апелляционной и"", ""start_index"": 118991, ""end_index"": 119286}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие изменения были произведены в составе судей по делу № А40-127196/2023?,"[{""content"": ""Арбитражного процессуального кодекса Российской Федерации,\nОПРЕДЕЛИЛ:\nПо делу № А40-127196/2023 судью Шевырину П.В. заменить на судью Каменецкого Д.В.\nЗаместитель председателя суда Карпова "", ""start_index"": 195442, ""end_index"": 195631}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
На какую дату и время было отложено судебное заседание по рассмотрению кассационной жалобы Раджабовой Я.Ю.?,"[{""content"": ""Федерации, суд\nОПРЕДЕЛИЛ:\nОтложить судебное разбирательство по рассмотрению кассационной жалобы Раджабовой Я.Ю.к на 26.06.2025 17:45 в помещении суда по адресу: г. Москва, ул. Селезневская, д. 9, "", ""start_index"": 238534, ""end_index"": 238730}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие условия существуют для заключения договора об обязательном пенсионном страховании согласно Федеральному закону ""О негосударственных пенсионных фондах""?","[{""content"": ""заключения договора) установлено, что договор об обязательном пенсионном страховании заключается между фондом и застрахованным лицом. В один и тот же период в отношении каждого застрахованного "", ""start_index"": 15312, ""end_index"": 15505}, {""content"": ""страховании в случае реализации застрахованным лицом права на отказ от формирования накопительной пенсии через Социальный фонд России и права на выбор фонда для формирования накопительной пе"", ""start_index"": 15793, ""end_index"": 15983}, {""content"": "", при условии, что фонд уведомил СФР о вновь заключенном с застрахованным лицом договоре об обязательном пенсионном страховании в порядке, установленном абзацем вторым статьи 36.2 настоящего Фед"", ""start_index"": 16464, ""end_index"": 16658}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие процедурные нормы установлены для рассмотрения вопросов исправления описок, индексации и других без уведомления участников в рамках ГПК РФ?","[{""content"": "" частных жалоб, прихожу к следующим выводам.\nВ силуч. 1 ст. 203.1 ГПК РФвопросы исправления описок и явных арифметических ошибок, разъяснения решения суда, отсрочки или рассрочки исполнения решения суда, изменения способа и порядка его исполнения, индексации присужденных денежных сумм рассматриваются судом в десятидневный срок со дня поступления заявления в суд без проведения "", ""start_index"": 89857, ""end_index"": 90236}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Кто несёт риск наступления последствий за несовершение процессуальных действий, согласно Арбитражному процессуальному кодексу Российской Федерации?","[{""content"": ""о о восстановлении пропущенного срока подачи кассационной жалобы не заявлено.\nВ силучасти 2 статьи 9 Арбитражного процессуального кодекса Российской Федерации, лица, участвующие в деле, несут риск наступления последствий совершения или не совершения ими процессуальных действий.\nЛица, участвующие "", ""start_index"": 270120, ""end_index"": 270417}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие действия были предприняты судом апелляционной инстанции в связи с несоблюдением сроков апелляционного обжалования ОСФР по Москве и Московской области?,"[{""content"": ""112 ГПК РФ.\nНа основании изложенного, руководствуясьстатьей 325.1 Гражданского процессуального кодекса Российской Федерации, судья\nОПРЕДЕЛИЛА:\nвозвратить гражданское дело в Кунцевский районный суд города Москвы для выполнения требованийст. 112 Гражданского процессуального кодекса Российской Федерации.\nСудья\nЭлектронный текст документаподготовлен АО \""Кодекс\"" и сверен по:официальный "", ""start_index"": 119401, ""end_index"": 119785}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какое решение было вынесено судом апелляционной инстанции по частной жалобе относительно определения Дорогомиловского районного суда от 27 ноября 2024 года?,"[{""content"": ""РФ, суд апелляционной инстанции\nОПРЕДЕЛИЛ:\nОпределение судьи Дорогомиловского районного суда адрес от 27 ноября 2024 года оставить без изменения, частную жалобу - без удовлетворения.\nМотивированное "", ""start_index"": 160004, ""end_index"": 160202}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
На каких основаниях апелляционный суд оставил без изменений решение Мещанского районного суда?,"[{""content"": ""с Васкул В.Л. уведомлений, содержащих информацию о передаче пенсионных накоплений на основании оспариваемого договора, достоверно не подтвержден.\nИные доводы жалобы не опровергают выводов решения суда и не содержат указаний на новые имеющие значение для дела обстоятельства, не исследованные судом первой инстанции, в связи с чем оснований для отмены или изменения решения суда в остальной части по доводам жалобы не имеется.\nРуководствуясьст.ст. 328,329,330 ГПК РФ, судебная "", ""start_index"": 25297, ""end_index"": 25773}, {""content"": ""коллегия\nОПРЕДЕЛИЛА:\nРешение Мещанского районного суда города Москвы от 29 октября 2024 года оставить без изменения, апелляционную жалобу АО \""НПФ ВТБ Пенсионный фонд\"" - без удовлетворения.\nМотивированное апелляционное определение составлено 06 июня 2025 "", ""start_index"": 25773, ""end_index"": 26027}, {""content"": ""аседании материалы дела № М-589/2025 по частной жалобе Администрации муниципального образования адрес на определение Пресненского районного суда адрес от 31 января 2025 г. о во"", ""start_index"": 26422, ""end_index"": 26598}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Кем была произведена оплата государственной пошлины при подаче кассационной жалобы и когда это произошло?,"[{""content"": "" Федерации 3 000 (Три тысячи) руб. государственной пошлины, уплаченной 24.05.2025 при подаче "", ""start_index"": 272730, ""end_index"": 272823}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие действия предпринимает суд апелляционной инстанции, если апелляционная жалоба не соответствует требованиям?","[{""content"": ""ч. 4 ст. 322 ГПК РФ, суд апелляционной инстанции до принятия апелляционной жалобы к своему производству возвращает ее вместе с делом в суд первой инстанции для совершения процессуальных "", ""start_index"": 169594, ""end_index"": 169780}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие меры применяются в случае отсутствия процессуального права при рассмотрении гражданского дела согласно ГПК РФ?,"[{""content"": ""ю процессуальной экономии.\nВ соответствии сч. 4 ст. 1 ГПК РФв случае отсутствия нормы процессуального права, регулирующей отношения, возникшие в ходе гражданского судопроизводства, федеральные суды общей юрисдикции и мировые судьи (далее также - суд) применяют норму, регулирующую сходные отношения (аналогия закона), а при отсутствии такой нормы действуют исходя из принципов осуществления правосудия в Российской Федерации (аналогия права).\nВ данном споре процессуальное "", ""start_index"": 157795, ""end_index"": 158268}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие пункты Гражданского кодекса РФ были применены судами при удовлетворении исковых требований в уменьшенном размере?,"[{""content"": ""начислением процентов с 02.10.2024 по день фактической оплаты.\nУдовлетворяя исковые требования ООО \""ЗОРКИЙ ВЗГЛЯД\"" в уменьшенном размере, руководствуясь положениямистатей 309,310,395,702-729,779-781 Гражданского кодекса Российской Федерации, суды первой и апелляционной инстанций, установив факт оказания услуг, признали исковые требования о взыскании задолженности обоснованными по праву, "", ""start_index"": 259926, ""end_index"": 260316}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие нарушения были установлены постановлением об отказе в возбуждении уголовного дела от 05.06.2019 года?,"[{""content"": ""от 05.06.2019 г. установлено, что причиной смертельного травмирования фио явилось грубое нарушение ею\""Правил нахождения граждан и размещения объектов в зонах повышенной опасности, выполнения в этих зонах работ, проезда и перехода, через железнодорожные пути\"", утвержденныхприказом Минтранса России от 08.02.2007 года № 18, а именно, п. 7 и п. 11, нахождение на железнодорожных путях в неустановленном месте перед приближающимся поездом.\nСогласно копии свидетельства о смерти ... от "", ""start_index"": 134505, ""end_index"": 134987}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
На каких основаниях суд вынес решение о взыскании задолженности за оказание услуг по обращению с ТКО?,"[{""content"": ""ответчику, суд отметил следующее.\nСогласноп. 2 ст. 24.7 Федерального закона от 24.06.1998 № 89-ФЗместо накопления ТКО является одним из существенных условий договора оказания услуг по обращению с ТКО.\nИз взаимосвязанных положенийп. 2 ст. 24.7 Федерального закона от 24.06.1998 № "", ""start_index"": 80390, ""end_index"": 80669}, {""content"": ""враля 2024 года, применил срок исковой давности и взыскал с ответчика задолженность с февраля 2021 года по декабрь 2023 года включительно в размере сумма\nРазрешая требования истца о взыскания с ответчика пени за просрочку оплаты услуг по обращению с ТКО в размере сумма, суд, руководствуясьч"", ""start_index"": 82465, ""end_index"": 82756}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Как Арбитражный суд Московского округа осуществляет процедуру уведомления участников об онлайн-заседаниях?,"[{""content"": "" с приложением электронных образов документов, удостоверяющих личность и подтверждающих полномочия.\nАрбитражный суд проверяет поданные документы и согласовывает в административном интерфейсе информационной системы \""Мой Арбитр\"" возможность участия в судебном онлайн-заседании. В случае согласования пользователь, подавший ходатайство, получает на адрес электронной почты уведомление о проведении онлайн - заседания с указанием даты и времени заседания.\nИнформацию о "", ""start_index"": 236368, ""end_index"": 236833}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Как представителям разрешено выступать в суде согласно статье 49 ГПК РФ?,"[{""content"": ""представителя.\nСогласноч. 2 ст. 49 ГПК РФ, представителями в суде, за исключением дел, рассматриваемых мировыми судьями и районными судами, могут выступать адвокаты и иные оказывающие юридическую помощь лица, имеющие высшее юридическое образование либо ученую степень по юридической специальности.\nСогласноч. 1 ст. 53 ГПК РФ, полномочия представителя на ведение дела должны быть "", ""start_index"": 167307, ""end_index"": 167686}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
На основании каких норм права было принято решение о списании штрафа по спорному контракту?,"[{""content"": ""первой и апелляционной инстанций, руководствуясь положениямистатей 309,310,329,330,702 Гражданского кодекса Российской Федерации, пунктов 3, 4, 5, 7, 11 Правил списания сумм неустоек (штрафов, пеней), начисленных поставщику (подрядчику, исполнителю), но не списанных заказчиком в связи с неисполнением или ненадлежащим исполнениемобязательств, предусмотренных контрактом, утвержденныхпостановлением Правительства Российской Федерации от 04.07.2018 № 783(далее - Правила № 783), пришли к правомерным выводам о том, что требования истца являются необоснованными.\nПри "", ""start_index"": 277210, ""end_index"": 277775}, {""content"": ""уального кодекса Российской Федерации.\nСудами первой и апелляционной инстанций полно и всесторонне исследованы обстоятельства дела, оценены доводы и возражения сторон и имеющиеся в деле доказательства, выводы судов, содержащиеся в решении и постановлении, соответствуют установленным судами фактическим обстоятельствам дела и имеющимся в деле доказательствам, судами правильно применены норм"", ""start_index"": 280399, ""end_index"": 280790}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какую сумму суды признали обоснованным размером спорной задолженности?,"[{""content"": ""подтверждены, суды обеих инстанций удовлетворили иск частично, признав, что обоснованным размером спорной задолженности является сумма 3 906 579 руб. 56 коп., при этом, отклонили заявление "", ""start_index"": 216359, ""end_index"": 216548}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие обстоятельства были учтены судом при вынесении решения о недопустимости процессуального правопреемства?,"[{""content"": ""исполнительного документа к исполнению, не имеется.\nОценив фактические обстоятельства дела, учитывая требованияст.44 ГПК РФ, а также то обстоятельство, что исполнительное производство в отношении должника не ведется, суд пришел к правомерному выводу о том, что на дату обращения с заявлением о процессуальном правопреемстве срок для предъявления исполнительного листа истек, в "", ""start_index"": 3178, ""end_index"": 3555}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие критерии для возникновения обязательства по неосновательному обогащению указаны в ст. 1102 ГК РФ?,"[{""content"": ""произошло помимо их воли (п. 2 ст. 1102 ГК РФ).\nИз буквального толкованияст. 1102 ГК РФследует, что для возникновения обязательства из неосновательного обогащения необходимо наличие одновременно трех условий: факта приобретения или сбережения имущества, приобретение или сбережение имущества за счет другого лица и отсутствие правовых оснований неосновательного обогащения, а именно: приобретение или сбережение имущества одним лицом за счет другого лица не основано ни на законе, ни на сделке.\nПри этом, при доказанности факта приобретения ответчиком имущества за счет другого лица "", ""start_index"": 55755, ""end_index"": 56338}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие обстоятельства могут исключить взыскание неосновательного обогащения по ст. 1109 ГК РФ?,"[{""content"": ""1109 ГК РФ.\nСогласноп. 4 ст. 1109 ГК РФне подлежат возврату в качестве неосновательного обогащения денежные суммы и иное имущество, предоставленные во исполнение несуществующего обязательства, если приобретатель докажет, что лицо, требующее возврата имущества, знало об отсутствии обязательства либо предоставило имущество в целях благотворительности.\nВ соответствии сост. 702 ГК РФпо договору "", ""start_index"": 57337, ""end_index"": 57731}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие решения были приняты судебной коллегией по гражданским делам Московского городского суда по делу Атаманкиной Людмилы Ивановны?,"[{""content"": ""постановлено:\nИск удовлетворить частично.\nВзыскать с СПАО \""Ингосстрах\"" в пользу Атаманкиной Людмилы Ивановны компенсацию морального вреда в размере сумма\nВзыскать с ОАО \""РЖД\"" в пользу Атаманкиной Людмилы Ивановны компенсацию морального вреда в размере сумма, расходы на погребение в размере сумма\nВ удовлетворении остальной части иска - отказать.\nВзыскать с СПАО \""Ингосстрах\"" в доход "", ""start_index"": 124756, ""end_index"": 125140}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
На каком основании Арбитражный суд Московского округа оставил без движения кассационную жалобу УФНС России по Московской области?,"[{""content"": ""подана с нарушением требований, установленныхстатьей 277 Арбитражного процессуального кодекса "", ""start_index"": 222289, ""end_index"": 222383}, {""content"": ""йте Арбитражного суда Московского округа www.fasmo.arbitr.ru или по телефону справочной службы суда (495) 609-57-75.\nСудья Н.А. Кручинина\nЭлектронный текст документаподготовлен АО \""Кодекс\"" и сверен по:файл-рассылка\n\nАРБИТРАЖНЫЙ СУД МОСКОВСКОГО ОКРУГАОПРЕДЕЛЕНИЕот 4 июня 2025 года Дело № А40-12719"", ""start_index"": 223804, ""end_index"": 224101}, {""content"": "".04.2025\"".\nОпределение вступает в законную силу с момента его принятия.\nСудья Д.В. Каменецкий\nЭлектронный текст документаподготовлен АО \""Кодекс\"" и сверен по:файл-рассылка\n\nАРБИТРАЖНЫЙ СУД МОСКОВСКОГО ОКРУГАОПРЕДЕЛЕНИЕот 4 июня 2025 года Дело № А40-315795/2018\nАрбитражный суд Московского округа\nв составе: председательствующего-судьи Паньковой Н.М.,\nсудей: Коротковой Е.Н., Савин"", ""start_index"": 225876, ""end_index"": 226255}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие особенности собственности рассматриваются в ст. 244 Гражданского кодекса Российской Федерации?,"[{""content"": ""регулирующими спорные правоотношения.\nСогласно положениямст. 244 Гражданского кодекса Российской Федерации(далее -ГК РФ) имущество, находящееся в собственности двух или нескольких лиц, принадлежит им на праве общей собственности. Имущество может находиться в общей собственности с определением доли каждого из собственников в праве собственности (долевая собственность) или без определения таких долей (совместная собственность). Общая собственность на имущество является долевой, за исключением случаев, когда законом предусмотрено образование совместной собственности на это "", ""start_index"": 35745, ""end_index"": 36322}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какую информацию можно получить и куда обратиться для справок по движению дела в Арбитражном суде Московского округа?,"[{""content"": ""можно получить на официальном Интернет-сайте Арбитражного суда Московского округа www.fasmo.arbitr.ru или по телефону справочной службы суда (495) 609-57-75.\nСудья В.В. "", ""start_index"": 192735, ""end_index"": 192904}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие сроки были установлены для устранения недостатков по апелляционной жалобе, поданной ООО ""Специализированный застройщик ""Перспектива Инвест Групп""?","[{""content"": ""апелляционная жалоба на указанное решение суда, которая на основании определения Лефортовского районного суда адрес от 26.11.2024 была оставлена без движения с предоставлением срока для устранения выявленных недостатков до 26.12.2024 (л.д. 172-181).\nСтороной ответчика ООО "", ""start_index"": 147882, ""end_index"": 148155}, {""content"": ""апелляционная жалоба на указанное решение суда, которая на основании определения Лефортовского районного суда адрес от 26.11.2024 была оставлена без движения с предоставлением срока для устранения выявленных недостатков до 26.12.2024 (л.д. 172-181).\nСтороной ответчика ООО \""Специа"", ""start_index"": 147882, ""end_index"": 148162}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие работы провел истец в спорной квартире с ноября 2018 года по март 2021 года?,"[{""content"": ""заключался.\nИстец в период с ноября 2018 года по март 2021 года собственными силами и за счет собственных средств произвел необходимый ремонт Квартиры по проекту, согласованному с ответчиками, установил необходимое оборудование, кухню, кондиционеры, ванну, сантехнические приборы, о чем многократно в период ремонтных работ извещал ответчиков письменно с использованием системы ВАЦАП, также сообщая о ходе всех ремонтных работ как письменно, так и с использованием фотоотчетов.\nИстец "", ""start_index"": 51844, ""end_index"": 52328}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие права собственности были зарегистрированы на квартиру Уполовниковых в ЕГРН в июле 2006 года?,"[{""content"": ""недвижимое имущество Управления Росреестра по Москве фио внесла в ЕГРН реестровую запись о праве общей долевой собственности Уполовникова С.С. и его жены фио по 1/2 доли каждому из супругов, на основании записи выдано Свидетельство о государственной регистрации права с указанием: Вид права: общая долевая собственность, доля в праве 1/2, Объект права: квартира, назначение жилое, кадастровый номер 77:05:0005009:1936, запись регистрации № 77-77-04/068/2006-607. 23 июля 2006 года "", ""start_index"": 32114, ""end_index"": 32595}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
